-2.415845301584340632e-13,-2.415845301584340632e-13,-2.415845301584340632e-13,-4.689582056016661227e-13,-1.847411112976260483e-13
-2.984279490192420781e-13,-2.984279490192420781e-13,-2.984279490192420781e-13,-2.984279490192420781e-13,-1.847411112976260483e-13
-2.700062395888380706e-13,-2.984279490192420781e-13,6.394884621840901673e-13,6.394884621840901673e-13,4.121147867408581078e-13
-2.557953848736360669e-13,-2.557953848736360669e-13,-2.557953848736360669e-13,-2.557953848736360669e-13,-3.694822225952520967e-13
3.268496584496460855e-13,3.268496584496460855e-13,3.268496584496460855e-13,-1.278976924368180335e-13,-1.421085471520200372e-14
8.384404281969182193e-13,8.384404281969182193e-13,8.384404281969182193e-13,3.836930773104541004e-13,8.952838470577262342e-13
5.684341886080801487e-14,4.263256414560601115e-14,5.684341886080801487e-14,9.663381206337362528e-13,1.136868377216160297e-13
5.684341886080801487e-13,5.684341886080801487e-13,5.684341886080801487e-13,3.410605131648480892e-13,6.252776074688881636e-13
-2.557953848736360669e-13,-1.833200258261058480e-12,8.668621376273222268e-13,1.946887095982674509e-12,-5.968558980384841561e-13
6.110667527536861598e-13,-3.268496584496460855e-13,-2.984279490192420781e-13,6.110667527536861598e-13,2.700062395888380706e-13
-5.542233338928781450e-13,3.836930773104541004e-13,3.552713678800500929e-13,-9.947598300641402602e-14,-9.947598300641402602e-14
-1.136868377216160297e-13,-1.136868377216160297e-13,-1.136868377216160297e-13,3.410605131648480892e-13,1.136868377216160297e-13
9.237055564881302416e-13,9.379164112033322453e-13,1.421085471520200372e-14,-2.131628207280300558e-13,2.415845301584340632e-13
-4.973799150320701301e-13,-4.973799150320701301e-13,-4.973799150320701301e-13,-4.263256414560601115e-14,-4.405364961712621152e-13
6.110667527536861598e-13,6.110667527536861598e-13,6.110667527536861598e-13,1.563194018672220409e-13,6.679101716144941747e-13
-2.131628207280300558e-13,-1.136868377216160297e-12,6.963318810448981822e-13,-2.131628207280300558e-13,-1.008970684779342264e-12
