-4.831690603168681264e-13,-4.831690603168681264e-13,-4.831690603168681264e-13,-4.831690603168681264e-13,-9.379164112033322453e-13,-3.694822225952520967e-13
2.842170943040400743e-14,1.193711796076968312e-12,-1.989519660128280520e-12,1.676880856393836439e-12,1.080024958355352283e-12,1.563194018672220409e-12
2.131628207280300558e-12,3.439026841078884900e-12,-9.947598300641402602e-13,1.335820343228988349e-12,3.126388037344440818e-13,-3.723243935382924974e-12
2.842170943040400743e-13,2.557953848736360669e-13,2.557953848736360669e-13,-1.563194018672220409e-12,-1.563194018672220409e-12,1.421085471520200372e-13
6.536993168992921710e-13,6.536993168992921710e-13,6.536993168992921710e-13,6.536993168992921710e-13,-2.557953848736360669e-13,-2.842170943040400743e-14
1.676880856393836439e-12,1.676880856393836439e-12,1.676880856393836439e-12,1.676880856393836439e-12,7.673861546209082007e-13,1.790567694115452468e-12
4.831690603168681264e-13,3.609557097661308944e-12,-2.160049916710704565e-12,2.017941369558684528e-12,9.947598300641402602e-13,-3.552713678800500929e-12
1.136868377216160297e-12,1.136868377216160297e-12,1.136868377216160297e-12,1.136868377216160297e-12,6.821210263296961784e-13,1.250555214937776327e-12
8.526512829121202230e-13,-8.526512829121202230e-14,7.673861546209082007e-13,-8.526512829121202230e-14,-1.961097950697876513e-12,8.242295734817162156e-13
1.620037437533028424e-12,1.108446667785756290e-12,-5.968558980384841561e-13,-4.831690603168681264e-13,2.557953848736360669e-13,-1.278976924368180335e-12
-1.051603248924948275e-12,-1.108446667785756290e-12,7.105427357601001859e-13,7.105427357601001859e-13,-1.989519660128280520e-13,-1.989519660128280520e-13
3.694822225952520967e-13,1.705302565824240446e-13,1.705302565824240446e-13,-1.648459146963432431e-12,5.115907697472721338e-13,-5.684341886080801487e-13
1.705302565824240446e-13,-8.242295734817162156e-13,8.810729923425242305e-13,7.673861546209082007e-13,1.278976924368180335e-12,1.392663762089796364e-12
-5.400124791776761413e-13,-5.968558980384841561e-13,1.222133505507372320e-12,-2.415845301584340632e-12,7.673861546209082007e-13,-2.842170943040400743e-14
