4.336808689942017736e-17,4.336808689942017736e-17,4.336808689942017736e-17,2.949029909160572061e-17,1.561251128379126385e-17
3.382710778154773834e-17,3.295974604355933479e-17,3.382710778154773834e-17,3.382710778154773834e-17,-2.168404344971008868e-17
7.112366251504909087e-17,1.214306433183764966e-16,-4.683753385137379155e-17,-1.908195823574487804e-17,2.949029909160572061e-17
-1.040834085586084257e-17,4.336808689942017736e-17,-6.938893903907228378e-17,4.163336342344337027e-17,1.734723475976807094e-17
-6.245004513516505540e-17,-6.071532165918824830e-17,-5.898059818321144121e-17,2.428612866367529932e-17,6.938893903907228378e-18
1.318389841742373392e-16,1.283695372222837250e-16,1.734723475976807094e-17,1.006139616066548115e-16,7.632783294297951215e-17
-3.295974604355933479e-17,2.775557561562891351e-17,-2.949029909160572061e-17,-5.724587470723463412e-17,-2.602085213965210642e-17
-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.122502256758252770e-17,-5.204170427930421283e-17
-6.938893903907228378e-17,-6.938893903907228378e-17,-6.938893903907228378e-17,-9.714451465470119729e-17,-6.938893903907228378e-17
2.081668171172168513e-17,2.081668171172168513e-17,2.081668171172168513e-17,2.081668171172168513e-17,7.632783294297951215e-17
1.387778780781445676e-17,1.040834085586084257e-17,1.040834085586084257e-17,3.816391647148975608e-17,1.387778780781445676e-17
1.110223024625156540e-16,1.092875789865388469e-16,-3.469446951953614189e-18,1.075528555105620399e-16,9.714451465470119729e-17
5.030698080332740574e-17,-6.938893903907228378e-18,-6.071532165918824830e-17,1.058181320345852328e-16,6.418476861114186249e-17
4.336808689942017736e-17,4.510281037539698445e-17,4.336808689942017736e-17,1.561251128379126385e-17,-1.908195823574487804e-17
-1.231653667943533037e-16,-1.231653667943533037e-16,-1.231653667943533037e-16,-1.231653667943533037e-16,-5.377642775528101993e-17
7.806255641895631925e-17,7.806255641895631925e-17,7.806255641895631925e-17,5.030698080332740574e-17,3.642919299551294898e-17
1.040834085586084257e-16,1.040834085586084257e-16,1.040834085586084257e-16,1.595945597898662527e-16,1.318389841742373392e-16
5.724587470723463412e-17,2.480654570646834145e-16,-1.058181320345852328e-16,-1.196959198423996895e-16,1.561251128379126385e-17
-6.418476861114186249e-17,-6.418476861114186249e-17,-6.418476861114186249e-17,-6.418476861114186249e-17,-9.194034422677077600e-17
5.030698080332740574e-17,1.092875789865388469e-16,5.030698080332740574e-17,2.255140518769849223e-17,5.030698080332740574e-17
-7.285838599102589797e-17,-7.285838599102589797e-17,-7.285838599102589797e-17,-4.510281037539698445e-17,-7.285838599102589797e-17
6.071532165918824830e-17,6.071532165918824830e-17,6.071532165918824830e-17,1.162264728904460753e-16,6.071532165918824830e-17
2.775557561562891351e-17,2.949029909160572061e-17,3.122502256758252770e-17,8.673617379884035472e-17,4.163336342344337027e-17
3.816391647148975608e-17,3.469446951953614189e-17,-7.632783294297951215e-17,3.469446951953614189e-17,3.816391647148975608e-17
-2.602085213965210642e-17,-2.602085213965210642e-17,-2.602085213965210642e-17,-2.602085213965210642e-17,-1.214306433183764966e-17
-4.857225732735059864e-17,3.469446951953614189e-18,-5.204170427930421283e-17,3.122502256758252770e-17,-3.469446951953614189e-17
2.775557561562891351e-17,2.775557561562891351e-17,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17
9.020562075079396891e-17,9.020562075079396891e-17,9.020562075079396891e-17,9.020562075079396891e-17,4.163336342344337027e-17
