2.879640970121499777e-16,3.781697177629439466e-16,-7.147060721024445229e-16,7.632783294297951215e-17,6.557254739192330817e-16,-4.093947403305264743e-16
2.428612866367529932e-16,2.428612866367529932e-16,2.428612866367529932e-16,2.428612866367529932e-16,1.318389841742373392e-16,1.318389841742373392e-16
4.857225732735059864e-16,9.298117831235686026e-16,8.187894806610529486e-16,-2.706168622523819067e-16,-9.367506770274758310e-16,-7.702172233337023499e-16
-6.245004513516505540e-17,-5.551115123125782702e-17,-5.551115123125782702e-17,1.665334536937734811e-16,3.885780586188047891e-16,4.163336342344337027e-17
-2.359223927328457648e-16,-2.359223927328457648e-16,-2.359223927328457648e-16,-2.359223927328457648e-16,-1.387778780781445676e-17,-1.804112415015879378e-16
1.665334536937734811e-16,1.595945597898662527e-16,3.816391647148975608e-16,1.595945597898662527e-16,3.816391647148975608e-16,1.734723475976807094e-16
-1.110223024625156540e-16,-2.289834988289385365e-16,9.020562075079396891e-17,-1.110223024625156540e-16,-2.289834988289385365e-16,6.938893903907228378e-18
3.885780586188047891e-16,9.714451465470119729e-17,2.220446049250313081e-16,-2.428612866367529932e-16,-4.302114220422481594e-16,-2.775557561562891351e-17
-2.775557561562891351e-16,-2.775557561562891351e-16,-2.775557561562891351e-16,-2.775557561562891351e-16,-3.885780586188047891e-16,-2.775557561562891351e-16
8.326672684688674053e-17,8.326672684688674053e-17,8.326672684688674053e-17,8.326672684688674053e-17,8.326672684688674053e-17,3.053113317719180486e-16
1.595945597898662527e-16,1.595945597898662527e-16,1.595945597898662527e-16,1.595945597898662527e-16,1.595945597898662527e-16,-9.020562075079396891e-17
-2.428612866367529932e-16,-9.714451465470119729e-17,2.220446049250313081e-16,4.093947403305264743e-16,3.261280134836397337e-16,9.159339953157541458e-16
-4.857225732735059864e-16,-4.787836793695987581e-16,-3.677613769070831040e-16,6.938893903907228378e-17,4.024558464266192459e-16,0.000000000000000000e+00
6.938893903907228378e-17,-1.804112415015879378e-16,-4.024558464266192459e-16,1.526556658859590243e-16,5.828670879282071837e-16,2.081668171172168513e-16
-4.926614671774132148e-16,-4.926614671774132148e-16,-4.926614671774132148e-16,-4.926614671774132148e-16,-4.926614671774132148e-16,-2.151057110211240797e-16
-5.551115123125782702e-17,-5.551115123125782702e-17,-5.551115123125782702e-17,-5.551115123125782702e-17,5.551115123125782702e-17,1.110223024625156540e-16
-3.816391647148975608e-16,-4.440892098500626162e-16,6.245004513516505540e-16,-3.053113317719180486e-16,-2.289834988289385365e-16,7.216449660063517513e-16
1.526556658859590243e-16,1.457167719820517959e-16,3.677613769070831040e-16,-2.983724378680108202e-16,2.567390744445674500e-16,2.706168622523819067e-16
-2.706168622523819067e-16,-2.567390744445674500e-16,-7.008282842946300661e-16,1.873501354054951662e-16,-1.457167719820517959e-16,-3.955169525227120175e-16
2.151057110211240797e-16,2.151057110211240797e-16,2.151057110211240797e-16,2.151057110211240797e-16,3.261280134836397337e-16,2.151057110211240797e-16
-2.914335439641035919e-16,-2.914335439641035919e-16,-2.914335439641035919e-16,-2.914335439641035919e-16,-1.804112415015879378e-16,-2.914335439641035919e-16
-3.469446951953614189e-16,-3.330669073875469621e-16,1.110223024625156540e-16,-3.330669073875469621e-16,-4.163336342344337027e-16,-1.179611963664228824e-16
8.326672684688674053e-17,-3.261280134836397337e-16,9.714451465470119729e-17,-4.371503159461553878e-16,-2.081668171172168513e-16,-1.942890293094023946e-16
-2.636779683484746784e-16,-1.346145417358002305e-15,-8.743006318923107756e-16,2.220446049250313081e-16,1.450228825916610731e-15,1.443289932012703503e-15
-1.040834085586084257e-16,-1.040834085586084257e-16,-1.040834085586084257e-16,-1.040834085586084257e-16,-1.040834085586084257e-16,-4.857225732735059864e-17
-2.151057110211240797e-16,-2.081668171172168513e-16,-2.081668171172168513e-16,-2.081668171172168513e-16,-2.081668171172168513e-16,5.551115123125782702e-17
1.179611963664228824e-16,1.179611963664228824e-16,1.179611963664228824e-16,1.179611963664228824e-16,1.179611963664228824e-16,2.567390744445674500e-16
3.608224830031758756e-16,3.608224830031758756e-16,3.608224830031758756e-16,3.608224830031758756e-16,3.608224830031758756e-16,1.665334536937734811e-16
2.220446049250313081e-16,2.498001805406602216e-16,6.938893903907228378e-16,2.498001805406602216e-16,-4.163336342344337027e-16,5.134781488891348999e-16
2.289834988289385365e-16,2.151057110211240797e-16,-6.938893903907228378e-18,2.151057110211240797e-16,2.151057110211240797e-16,-1.387778780781445676e-17
-2.636779683484746784e-16,-2.567390744445674500e-16,-2.567390744445674500e-16,1.873501354054951662e-16,-1.457167719820517959e-16,-3.469446951953614189e-17
1.387778780781445676e-16,-1.734723475976807094e-16,3.400058012914541905e-16,-2.914335439641035919e-16,-1.734723475976807094e-16,-1.665334536937734811e-16
