voltage,labels,,,
8.67E-18,short-circuit,,,
-2.08E-17,short-circuit,,,
4.34E-18,short-circuit,,,
1.47E-17,short-circuit,,,
0.00E+00,short-circuit,,,
5.03E-17,short-circuit,,,
-2.60E-18,short-circuit,,,
1.47E-17,short-circuit,,,
-4.60E-17,short-circuit,,,
4.34E-17,short-circuit,,,
-7.81E-18,short-circuit,,,
-3.47E-18,short-circuit,,,
1.73E-17,short-circuit,,,
5.20E-18,short-circuit,,,
4.25E-17,short-circuit,,,
-2.26E-17,short-circuit,,,
2.52E-17,short-circuit,,,
-1.82E-17,short-circuit,,,
-4.34E-18,short-circuit,,,
-2.34E-17,short-circuit,,,
1.56E-17,short-circuit,,,
-1.73E-18,short-circuit,,,
1.99E-17,short-circuit,,,
-2.60E-18,short-circuit,,,
-3.47E-18,short-circuit,,,
2.34E-17,short-circuit,,,
-1.47E-17,short-circuit,,,
5.55E-17,short-circuit,,,
-1.73E-17,short-circuit,,,
4.60E-17,short-circuit,,,
-1.30E-17,short-circuit,,,
-1.21E-17,short-circuit,,,
-4.42E-17,short-circuit,,,
3.99E-17,short-circuit,,,
4.86E-17,short-circuit,,,
5.29E-17,short-circuit,,,
-3.99E-17,short-circuit,,,
-2.43E-17,short-circuit,,,
-7.81E-18,short-circuit,,,
1.13E-17,short-circuit,,,
-6.94E-18,short-circuit,,,
-2.69E-17,short-circuit,,,
-1.65E-17,short-circuit,,,
-1.82E-17,short-circuit,,,
-3.12E-17,short-circuit,,,
2.78E-17,short-circuit,,,
-2.52E-17,short-circuit,,,
-5.64E-18,short-circuit,,,
-1.65E-17,short-circuit,,,
-1.60E-17,short-circuit,,,
3.43E-17,short-circuit,,,
4.29E-17,short-circuit,,,
2.17E-17,short-circuit,,,
2.17E-18,short-circuit,,,
2.30E-17,short-circuit,,,
-2.08E-17,short-circuit,,,
2.56E-17,short-circuit,,,
1.86E-17,short-circuit,,,
1.86E-17,short-circuit,,,
-2.30E-17,short-circuit,,,
6.94E-18,short-circuit,,,
1.73E-18,short-circuit,,,
0.00E+00,short-circuit,,,
9.54E-18,short-circuit,,,
1.69E-17,short-circuit,,,
6.07E-18,short-circuit,,,
1.52E-17,short-circuit,,,
2.13E-17,short-circuit,,,
1.04E-17,short-circuit,,,
6.51E-18,short-circuit,,,
-4.34E-18,short-circuit,,,
-1.99E-17,short-circuit,,,
-4.34E-19,short-circuit,,,
-8.24E-18,short-circuit,,,
2.39E-17,short-circuit,,,
-2.60E-17,short-circuit,,,
3.38E-17,short-circuit,,,
-1.08E-17,short-circuit,,,
3.04E-18,short-circuit,,,
-2.34E-17,short-circuit,,,
-2.60E-17,short-circuit,,,
2.60E-17,short-circuit,,,
3.38E-17,short-circuit,,,
-6.07E-18,short-circuit,,,
9.54E-18,short-circuit,,,
-3.90E-17,short-circuit,,,
5.55E-17,short-circuit,,,
-4.34E-17,short-circuit,,,
-5.29E-17,short-circuit,,,
3.38E-17,short-circuit,,,
1.82E-17,short-circuit,,,
-9.54E-18,short-circuit,,,
4.34E-17,short-circuit,,,
2.60E-18,short-circuit,,,
5.03E-17,short-circuit,,,
1.73E-17,short-circuit,,,
2.60E-17,short-circuit,,,
-1.13E-17,short-circuit,,,
-4.08E-17,short-circuit,,,
-2.78E-17,short-circuit,,,
1.82E-17,short-circuit,,,
2.86E-17,short-circuit,,,
3.64E-17,short-circuit,,,
2.78E-17,short-circuit,,,
-3.21E-17,short-circuit,,,
1.13E-17,short-circuit,,,
4.16E-17,short-circuit,,,
1.13E-17,short-circuit,,,
-4.25E-17,short-circuit,,,
-6.94E-18,short-circuit,,,
-1.91E-17,short-circuit,,,
2.17E-17,short-circuit,,,
3.47E-18,short-circuit,,,
1.13E-17,short-circuit,,,
1.56E-17,short-circuit,,,
1.04E-17,short-circuit,,,
-2.52E-17,short-circuit,,,
3.99E-17,short-circuit,,,
4.42E-17,short-circuit,,,
6.77E-17,short-circuit,,,
-3.47E-18,short-circuit,,,
7.81E-18,short-circuit,,,
-8.67E-19,short-circuit,,,
1.04E-17,short-circuit,,,
5.20E-17,short-circuit,,,
7.81E-18,short-circuit,,,
2.78E-17,short-circuit,,,
9.11E-18,short-circuit,,,
9.11E-18,short-circuit,,,
2.91E-17,short-circuit,,,
-2.34E-17,short-circuit,,,
-3.47E-18,short-circuit,,,
1.30E-17,short-circuit,,,
8.24E-18,short-circuit,,,
2.47E-17,short-circuit,,,
1.30E-18,short-circuit,,,
8.24E-18,short-circuit,,,
-2.34E-17,short-circuit,,,
-2.47E-17,short-circuit,,,
2.78E-17,short-circuit,,,
-3.90E-18,short-circuit,,,
1.26E-17,short-circuit,,,
2.91E-17,short-circuit,,,
6.51E-18,short-circuit,,,
-1.73E-18,short-circuit,,,
3.86E-17,short-circuit,,,
2.78E-17,short-circuit,,,
-1.08E-17,short-circuit,,,
1.30E-17,short-circuit,,,
-2.47E-17,short-circuit,,,
12.3543772,normal,,,
12.35152518,normal,,,
12.34867382,normal,,,
12.34484053,normal,,,
12.34100843,normal,,,
12.33717752,normal,,,
12.3333478,normal,,,
12.32951927,normal,,,
12.32656637,normal,,,
12.32361418,normal,,,
12.32066269,normal,,,
12.31771191,normal,,,
12.31476183,normal,,,
12.31181246,normal,,,
12.3088638,normal,,,
12.30591584,normal,,,
12.3029686,normal,,,
12.29930792,normal,,,
12.29564833,normal,,,
12.29198984,normal,,,
12.28833243,normal,,,
12.28467611,normal,,,
12.28102087,normal,,,
12.27818571,normal,,,
12.27535121,normal,,,
12.27251735,normal,,,
12.261696,normal,,,
12.26685161,normal,,,
12.26401972,normal,,,
12.26118849,normal,,,
12.2583579,normal,,,
12.25552797,normal,,,
12.25172349,normal,,,
12.24792018,normal,,,
12.24411806,normal,,,
12.24031711,normal,,,
12.23651735,normal,,,
12.2335865,normal,,,
12.23065636,normal,,,
12.22772692,normal,,,
12.22479818,normal,,,
12.22187014,normal,,,
12.2189428,normal,,,
12.21601617,normal,,,
12.21309023,normal,,,
12.210165,normal,,,
12.20653239,normal,,,
12.20290086,normal,,,
12.19927041,normal,,,
12.19564104,normal,,,
12.19201276,normal,,,
12.18838555,normal,,,
12.1855717,normal,,,
12.18275851,normal,,,
12.17994597,normal,,,
12.17713407,normal,,,
12.17432283,normal,,,
12.17151223,normal,,,
12.16870229,normal,,,
12.16589299,normal,,,
12.16308434,normal,,,
12.15930844,normal,,,
12.15553372,normal,,,
12.15176017,normal,,,
12.1479878,normal,,,
12.14421659,normal,,,
12.14130766,normal,,,
12.13839942,normal,,,
12.13549188,normal,,,
12.13258503,normal,,,
12.12967888,normal,,,
12.12677343,normal,,,
12.12386868,normal,,,
12.12096462,normal,,,
12.11806125,normal,,,
12.11445645,normal,,,
12.11085273,normal,,,
12.10725008,normal,,,
12.1036485,normal,,,
12.10004799,normal,,,
12.09644855,normal,,,
12.09365587,normal,,,
12.09086384,normal,,,
12.08807245,normal,,,
12.08528171,normal,,,
12.0824916,normal,,,
12.07970215,normal,,,
12.07691334,normal,,,
12.07412517,normal,,,
12.07133764,normal,,,
12.06759014,normal,,,
12.06384379,normal,,,
12.06009862,normal,,,
12.0563546,normal,,,
12.05261175,normal,,,
12.04972457,normal,,,
12.04683809,normal,,,
12.0439523,normal,,,
12.04106721,normal,,,
12.0381828,normal,,,
12.03529909,normal,,,
12.03241606,normal,,,
12.02953373,normal,,,
12.02665208,normal,,,
12.023498,normal,,,
12.023498,normal,,,
12.021728,normal,,,
12.021728,normal,,,
12.01815226,normal,,,
12.01457757,normal,,,
12.01100393,normal,,,
12.00743136,normal,,,
12.00385984,normal,,,
12.00112697,normal,,,
11.99839471,normal,,,
11.99566308,normal,,,
11.99293207,normal,,,
11.99020168,normal,,,
11.98747192,normal,,,
11.98474277,normal,,,
11.98201425,normal,,,
11.97902512,normal,,,
11.97902512,normal,,,
11.97887539,normal,,,
11.97873598,normal,,,
11.97861546,normal,,,
11.97852109,normal,,,
11.97845888,normal,,,
11.97843352,normal,,,
11.97844841,normal,,,
11.97850562,normal,,,
11.97860593,normal,,,
11.97878373,normal,,,
11.97901999,normal,,,
11.97930836,normal,,,
11.97963972,normal,,,
11.98000212,normal,,,
11.9803809,normal,,,
11.98083447,normal,,,
11.98125025,normal,,,
11.9815866,normal,,,
11.9817963,normal,,,
11.98182662,normal,,,
11.98174348,normal,,,
11.98174348,normal,,,
11.98173092,normal,,,
11.98171823,normal,,,
11.98169013,normal,,,
11.98165414,normal,,,
11.98157381,normal,,,
11.98117588,normal,,,
11.98033247,normal,,,
11.97910815,normal,,,
11.97688519,normal,,,
11.97308973,normal,,,
11.96929545,normal,,,
11.96550238,normal,,,
11.96171051,normal,,,
11.95791984,normal,,,
11.95413037,normal,,,
11.9503421,normal,,,
11.94655504,normal,,,
11.94276917,normal,,,
11.94058379,normal,,,
11.94058379,normal,,,
11.93716217,normal,,,
11.93503743,normal,,,
11.93503743,normal,,,
11.93502826,normal,,,
11.93501804,normal,,,
11.93500778,normal,,,
11.93499492,normal,,,
11.93496663,normal,,,
11.93492897,normal,,,
11.93484121,normal,,,
11.93440266,normal,,,
11.93241051,normal,,,
11.92861335,normal,,,
11.92481734,normal,,,
11.92102255,normal,,,
11.91722897,normal,,,
11.91343659,normal,,,
11.90964542,normal,,,
11.90585546,normal,,,
11.90206671,normal,,,
11.89827916,normal,,,
11.89690557,normal,,,
11.89690557,normal,,,
11.89360879,normal,,,
11.89360193,normal,,,
11.89359525,normal,,,
11.89358002,normal,,,
11.89354733,normal,,,
11.8934661,normal,,,
11.89336695,normal,,,
11.89322529,normal,,,
11.89315783,normal,,,
11.89315783,normal,,,
11.8931357,normal,,,
11.8931135,normal,,,
11.89307356,normal,,,
11.89300406,normal,,,
11.8927852,normal,,,
11.89169201,normal,,,
11.88959289,normal,,,
11.88586592,normal,,,
11.88214011,normal,,,
11.87841547,normal,,,
11.87469199,normal,,,
11.87096968,normal,,,
11.86724854,normal,,,
11.86352856,normal,,,
11.85980975,normal,,,
11.85609211,normal,,,
11.85308721,normal,,,
11.85308721,normal,,,
11.84995082,normal,,,
11.84886476,normal,,,
11.84828635,normal,,,
11.84828635,normal,,,
11.8482856,normal,,,
11.84828469,normal,,,
11.84828068,normal,,,
11.84827733,normal,,,
11.84827258,normal,,,
11.84826546,normal,,,
11.84825092,normal,,,
11.84823324,normal,,,
11.84821068,normal,,,
11.84817424,normal,,,
11.84810189,normal,,,
11.84774056,normal,,,
11.84635905,normal,,,
11.84364488,normal,,,
11.83963481,normal,,,
11.83562609,normal,,,
11.83161872,normal,,,
11.82761272,normal,,,
11.82360806,normal,,,
11.81960477,normal,,,
11.81560283,normal,,,
11.81317894,normal,,,
11.81317894,normal,,,
11.80993176,normal,,,
11.80993072,normal,,,
11.80992971,normal,,,
11.80992767,normal,,,
11.80992274,normal,,,
11.80991746,normal,,,
11.80991227,normal,,,
11.81000924,normal,,,
11.81029248,normal,,,
11.81073171,normal,,,
11.81129307,normal,,,
11.81211542,normal,,,
11.81298939,normal,,,
11.81382401,normal,,,
11.8145202,normal,,,
11.8149711,normal,,,
11.81506236,normal,,,
11.81502326,normal,,,
11.81502326,normal,,,
11.81501074,normal,,,
11.81499802,normal,,,
11.81496999,normal,,,
11.81493467,normal,,,
11.8148557,normal,,,
11.81448563,normal,,,
11.81366392,normal,,,
11.81247534,normal,,,
11.81035038,normal,,,
11.80655328,normal,,,
11.80275739,normal,,,
11.79896271,normal,,,
11.79516926,normal,,,
11.79137702,normal,,,
11.78758601,normal,,,
11.78379621,normal,,,
11.78000763,normal,,,
11.7768777,normal,,,
11.7768777,normal,,,
11.77385263,normal,,,
11.77407619,normal,,,
11.77499053,normal,,,
11.77499053,normal,,,
11.7749899,normal,,,
11.77498903,normal,,,
11.7749864,normal,,,
11.7749833,normal,,,
11.77497892,normal,,,
11.7749725,normal,,,
11.77496095,normal,,,
11.77494225,normal,,,
11.77492357,normal,,,
11.77489085,normal,,,
11.77483143,normal,,,
11.77462753,normal,,,
11.77379041,normal,,,
11.77186833,normal,,,
11.76788089,normal,,,
11.76389473,normal,,,
11.75990994,normal,,,
11.7559265,normal,,,
11.7519444,normal,,,
11.74796366,normal,,,
11.74398426,normal,,,
11.74166027,normal,,,
11.74166027,normal,,,
11.73858539,normal,,,
11.73858467,normal,,,
11.738584,normal,,,
11.73858273,normal,,,
11.73858024,normal,,,
11.73857892,normal,,,
11.73858324,normal,,,
11.73867396,normal,,,
11.73923551,normal,,,
11.74026824,normal,,,
11.74172567,normal,,,
11.74411459,normal,,,
11.74697438,normal,,,
11.75015361,normal,,,
11.75348168,normal,,,
11.75740611,normal,,,
11.7609088,normal,,,
11.76359322,normal,,,
11.76503037,normal,,,
11.7651258,normal,,,
11.7651258,normal,,,
11.76511309,normal,,,
11.76510002,normal,,,
11.76506706,normal,,,
11.76502372,normal,,,
11.76490178,normal,,,
11.76431637,normal,,,
11.76334242,normal,,,
11.76185431,normal,,,
11.75875176,normal,,,
11.75484098,normal,,,
11.75093149,normal,,,
11.74590387,normal,,,
11.74087839,normal,,,
11.73585507,normal,,,
11.73083389,normal,,,
11.72826557,normal,,,
11.72826557,normal,,,
11.72531427,normal,,,
11.72630313,normal,,,
11.72956937,normal,,,
11.73001773,normal,,,
11.73001773,normal,,,
11.73001281,normal,,,
11.7300048,normal,,,
11.72999824,normal,,,
11.72998807,normal,,,
11.72995763,normal,,,
11.7299272,normal,,,
11.7298513,normal,,,
11.72958351,normal,,,
11.72848676,normal,,,
11.72631575,normal,,,
11.72221026,normal,,,
11.71810615,normal,,,
11.71214356,normal,,,
11.70618401,normal,,,
11.70174826,normal,,,
11.69795979,normal,,,
11.69795979,normal,,,
11.69473263,normal,,,
11.69651693,normal,,,
11.69651878,normal,,,
11.69652047,normal,,,
11.69652351,normal,,,
11.69652893,normal,,,
11.69653005,normal,,,
11.69651694,normal,,,
11.69651694,normal,,,
11.69651268,normal,,,
11.69650816,normal,,,
11.69649296,normal,,,
11.69647767,normal,,,
11.69644762,normal,,,
11.69640065,normal,,,
11.69627058,normal,,,
11.6957049,normal,,,
11.69419459,normal,,,
11.69146847,normal,,,
11.68757542,normal,,,
11.68368366,normal,,,
11.67871258,normal,,,
11.67272222,normal,,,
11.6686482,normal,,,
11.66457559,normal,,,
11.66138,normal,,,
11.66138,normal,,,
11.65841852,normal,,,
11.66065174,normal,,,
11.66660424,normal,,,
11.66762402,normal,,,
11.66762402,normal,,,
11.66762007,normal,,,
11.6676124,normal,,,
11.66760649,normal,,,
11.66759759,normal,,,
11.66756403,normal,,,
11.66753047,normal,,,
11.6674457,normal,,,
11.6670447,normal,,,
11.66565631,normal,,,
11.66324796,normal,,,
11.65897127,normal,,,
11.65469612,normal,,,
11.6486118,normal,,,
11.64451083,normal,,,
11.64041131,normal,,,
11.63701843,normal,,,
11.63701843,normal,,,
11.63409454,normal,,,
11.63675687,normal,,,
11.63676214,normal,,,
11.63676717,normal,,,
11.63677828,normal,,,
11.63679925,normal,,,
11.63682492,normal,,,
11.63680526,normal,,,
11.63680526,normal,,,
11.63678897,normal,,,
11.63677228,normal,,,
11.63672708,normal,,,
11.63666974,normal,,,
11.63651547,normal,,,
11.63588731,normal,,,
11.63443695,normal,,,
11.63170763,normal,,,
11.62788547,normal,,,
11.62406455,normal,,,
11.61933123,normal,,,
11.61339552,normal,,,
11.60746285,normal,,,
11.60328862,normal,,,
11.60131545,normal,,,
11.60131545,normal,,,
11.5984215,normal,,,
11.60172476,normal,,,
11.61067076,normal,,,
11.61281107,normal,,,
11.61281107,normal,,,
11.61281104,normal,,,
11.61281042,normal,,,
11.61280864,normal,,,
11.61280528,normal,,,
11.61280011,normal,,,
11.61279174,normal,,,
11.61277005,normal,,,
11.61274836,normal,,,
11.61271321,normal,,,
11.61264129,normal,,,
11.61232269,normal,,,
11.61106205,normal,,,
11.60899156,normal,,,
11.60467977,normal,,,
11.60036954,normal,,,
11.59427749,normal,,,
11.59023715,normal,,,
11.58619822,normal,,,
11.58334374,normal,,,
11.58334374,normal,,,
11.58054732,normal,,,
11.583965,normal,,,
11.58397634,normal,,,
11.5839873,normal,,,
11.58401408,normal,,,
11.58406163,normal,,,
11.58416627,normal,,,
11.58413809,normal,,,
11.58413809,normal,,,
11.58412077,normal,,,
11.58410315,normal,,,
11.58405826,normal,,,
11.58399261,normal,,,
11.58380375,normal,,,
11.5829466,normal,,,
11.58135048,normal,,,
11.57798182,normal,,,
11.57461412,normal,,,
11.57044551,normal,,,
11.5662784,normal,,,
11.5603094,normal,,,
11.55619783,normal,,,
11.55208773,normal,,,
11.54884482,normal,,,
11.54884482,normal,,,
11.54608431,normal,,,
11.5501395,normal,,,
11.56206324,normal,,,
11.56691031,normal,,,
11.56691031,normal,,,
11.56690695,normal,,,
11.56690122,normal,,,
11.5668952,normal,,,
11.56688675,normal,,,
11.56685724,normal,,,
11.56682774,normal,,,
11.56677104,normal,,,
11.56659975,normal,,,
11.56591891,normal,,,
11.56445641,normal,,,
11.56164835,normal,,,
11.55705878,normal,,,
11.55130185,normal,,,
11.54554779,normal,,,
11.54120752,normal,,,
11.53828792,normal,,,
11.53828792,normal,,,
11.53545475,normal,,,
11.54004064,normal,,,
11.54004967,normal,,,
11.54005842,normal,,,
11.5400789,normal,,,
11.54011737,normal,,,
11.54018003,normal,,,
11.54020127,normal,,,
11.54020127,normal,,,
11.54018572,normal,,,
11.5401698,normal,,,
11.54011666,normal,,,
11.54006358,normal,,,
11.53993418,normal,,,
11.53944594,normal,,,
11.53820157,normal,,,
11.53602066,normal,,,
11.53225663,normal,,,
11.52849379,normal,,,
11.52395451,normal,,,
11.51807662,normal,,,
11.51220173,normal,,,
11.50794155,normal,,,
11.50559956,normal,,,
11.50559956,normal,,,
11.50285978,normal,,,
11.50783162,normal,,,
11.52181639,normal,,,
11.52778411,normal,,,
11.52778411,normal,,,
11.52778443,normal,,,
11.52778398,normal,,,
11.52778254,normal,,,
11.52777952,normal,,,
11.52777485,normal,,,
11.52776739,normal,,,
11.52775125,normal,,,
11.52773138,normal,,,
11.52770421,normal,,,
11.52765553,normal,,,
11.52753384,normal,,,
11.52705877,normal,,,
11.52577935,normal,,,
11.52360264,normal,,,
11.51908496,normal,,,
11.51348034,normal,,,
11.50787846,normal,,,
11.50340884,normal,,,
11.499901,normal,,,
11.499901,normal,,,
11.49710641,normal,,,
11.49710639,normal,,,
11.49710655,normal,,,
11.49710756,normal,,,
11.49711382,normal,,,
11.49713074,normal,,,
11.49721806,normal,,,
11.49824471,normal,,,
11.50138074,normal,,,
11.50643199,normal,,,
11.51327975,normal,,,
11.5245685,normal,,,
11.53820624,normal,,,
11.5536998,normal,,,
11.57437651,normal,,,
11.59575768,normal,,,
11.61646925,normal,,,
11.63499402,normal,,,
11.6496888,normal,,,
11.66002489,normal,,,
11.66083619,normal,,,
11.66083619,normal,,,
11.66081495,normal,,,
11.66079275,normal,,,
11.66074678,normal,,,
11.66067205,normal,,,
11.66044259,normal,,,
11.6598263,normal,,,
11.6590606,normal,,,
11.65796638,normal,,,
11.6561191,normal,,,
11.65219387,normal,,,
11.64826991,normal,,,
11.6432411,normal,,,
11.63821446,normal,,,
11.63319,normal,,,
11.6281677,normal,,,
11.62645838,normal,,,
11.62645838,normal,,,
11.62371359,normal,,,
11.62613011,normal,,,
11.63461878,normal,,,
11.63805743,normal,,,
11.63805743,normal,,,
11.6380473,normal,,,
11.63803106,normal,,,
11.63800907,normal,,,
11.63796662,normal,,,
11.63788649,normal,,,
11.63760308,normal,,,
11.63635356,normal,,,
11.63435344,normal,,,
11.63010845,normal,,,
11.62586496,normal,,,
11.61978448,normal,,,
11.61565259,normal,,,
11.61152217,normal,,,
11.60797917,normal,,,
11.60797917,normal,,,
11.60509841,normal,,,
11.60826394,normal,,,
11.61700122,normal,,,
11.61700517,normal,,,
11.61700852,normal,,,
11.61701362,normal,,,
11.61701565,normal,,,
11.61701466,normal,,,
11.61701466,normal,,,
11.61701111,normal,,,
11.61700678,normal,,,
11.61699056,normal,,,
11.61697408,normal,,,
11.6169396,normal,,,
11.61688373,normal,,,
11.61665969,normal,,,
11.61564531,normal,,,
11.61411192,normal,,,
11.61066459,normal,,,
11.60636187,normal,,,
11.6011505,normal,,,
11.59594147,normal,,,
11.59073478,normal,,,
11.58670872,normal,,,
11.58558138,normal,,,
11.58558138,normal,,,
11.58278588,normal,,,
11.58614569,normal,,,
11.59628746,normal,,,
11.5998601,normal,,,
11.5998601,normal,,,
11.59985226,normal,,,
11.59983805,normal,,,
11.59981527,normal,,,
11.59978182,normal,,,
11.59971178,normal,,,
11.5993963,normal,,,
11.59820396,normal,,,
11.59626708,normal,,,
11.59196603,normal,,,
11.58766653,normal,,,
11.58157765,normal,,,
11.5775307,normal,,,
11.57348516,normal,,,
11.57060045,normal,,,
11.57060045,normal,,,
11.5678247,normal,,,
11.57144373,normal,,,
11.58232729,normal,,,
11.5823337,normal,,,
11.5823395,normal,,,
11.58235016,normal,,,
11.58236688,normal,,,
11.58236638,normal,,,
11.58236638,normal,,,
11.58236242,normal,,,
11.58235775,normal,,,
11.58233691,normal,,,
11.58231586,normal,,,
11.58227042,normal,,,
11.58218904,normal,,,
11.58191281,normal,,,
11.58089208,normal,,,
11.57938899,normal,,,
11.57603353,normal,,,
11.5717898,normal,,,
11.56754761,normal,,,
11.56155861,normal,,,
11.55752696,normal,,,
11.55349672,normal,,,
11.55080744,normal,,,
11.55080744,normal,,,
11.54807285,normal,,,
11.5519569,normal,,,
11.56385472,normal,,,
11.56935757,normal,,,
11.56935757,normal,,,
11.56935101,normal,,,
11.56933795,normal,,,
11.56931755,normal,,,
11.5692889,normal,,,
11.56922903,normal,,,
11.56905879,normal,,,
11.568399,normal,,,
11.56696221,normal,,,
11.5642556,normal,,,
11.55969985,normal,,,
11.55395949,normal,,,
11.54822199,normal,,,
11.54383509,normal,,,
11.54066405,normal,,,
11.54066405,normal,,,
11.53781069,normal,,,
11.54243812,normal,,,
11.55421724,normal,,,
11.55422194,normal,,,
11.55422607,normal,,,
11.55423298,normal,,,
11.55424112,normal,,,
11.55423944,normal,,,
11.55423944,normal,,,
11.55423621,normal,,,
11.55423217,normal,,,
11.55421809,normal,,,
11.55420371,normal,,,
11.55417431,normal,,,
11.55412866,normal,,,
11.55400812,normal,,,
11.55347276,normal,,,
11.5523182,normal,,,
11.55042889,normal,,,
11.54631236,normal,,,
11.54219724,normal,,,
11.53618879,normal,,,
11.53018347,normal,,,
11.52594918,normal,,,
11.52378565,normal,,,
11.52378565,normal,,,
11.52102018,normal,,,
11.52565745,normal,,,
11.53870292,normal,,,
11.5438336,normal,,,
11.5438336,normal,,,
11.54382807,normal,,,
11.54381587,normal,,,
11.54379981,normal,,,
11.54377604,normal,,,
11.54372743,normal,,,
11.5436204,normal,,,
11.54322692,normal,,,
11.54198216,normal,,,
11.53994168,normal,,,
11.53549808,normal,,,
11.53013537,normal,,,
11.52477516,normal,,,
11.51941744,normal,,,
11.51566063,normal,,,
11.51566063,normal,,,
11.51304042,normal,,,
11.51721866,normal,,,
11.53085256,normal,,,
11.53086407,normal,,,
11.53087484,normal,,,
11.53089688,normal,,,
11.53093849,normal,,,
11.53097197,normal,,,
11.53097023,normal,,,
11.53097023,normal,,,
11.53095929,normal,,,
11.53094699,normal,,,
11.53091784,normal,,,
11.53087861,normal,,,
11.53078357,normal,,,
11.53031282,normal,,,
11.52930345,normal,,,
11.52775376,normal,,,
11.52422973,normal,,,
11.52070678,normal,,,
11.51581404,normal,,,
11.51092338,normal,,,
11.50603479,normal,,,
11.50114828,normal,,,
11.4992153,normal,,,
11.4992153,normal,,,
11.49667033,normal,,,
11.50073213,normal,,,
11.51487879,normal,,,
11.5291929,normal,,,
11.53062841,normal,,,
11.53062841,normal,,,
11.53062377,normal,,,
11.53061249,normal,,,
11.53060122,normal,,,
11.5305826,normal,,,
11.53054316,normal,,,
11.53047215,normal,,,
11.53011865,normal,,,
11.52899185,normal,,,
11.52722162,normal,,,
11.52280141,normal,,,
11.51838284,normal,,,
11.51226525,normal,,,
11.50739421,normal,,,
11.50279063,normal,,,
11.50279063,normal,,,
11.49987806,normal,,,
11.49987958,normal,,,
11.49988419,normal,,,
11.49990511,normal,,,
11.50001509,normal,,,
11.5010543,normal,,,
11.50658152,normal,,,
11.51618872,normal,,,
11.52919557,normal,,,
11.54474008,normal,,,
11.56179039,normal,,,
11.57915702,normal,,,
11.59550634,normal,,,
11.60937529,normal,,,
11.62057983,normal,,,
11.62320194,normal,,,
11.62320194,normal,,,
11.62317952,normal,,,
11.62315624,normal,,,
11.62311074,normal,,,
11.62303225,normal,,,
11.62279159,normal,,,
11.62214921,normal,,,
11.62133713,normal,,,
11.62014448,normal,,,
11.61802256,normal,,,
11.61409045,normal,,,
11.61015962,normal,,,
11.60501735,normal,,,
11.59987737,normal,,,
11.59473966,normal,,,
11.59065425,normal,,,
11.58898601,normal,,,
11.58898601,normal,,,
11.58615764,normal,,,
11.58954745,normal,,,
11.59939854,normal,,,
11.60242791,normal,,,
11.60242791,normal,,,
11.60242,normal,,,
11.60240569,normal,,,
11.60238276,normal,,,
11.60234896,normal,,,
11.60227824,normal,,,
11.60193848,normal,,,
11.60071815,normal,,,
11.59871546,normal,,,
11.59440221,normal,,,
11.59009051,normal,,,
11.58399891,normal,,,
11.57996449,normal,,,
11.57593148,normal,,,
11.57313783,normal,,,
11.57313783,normal,,,
11.5703625,normal,,,
11.57392373,normal,,,
11.58469443,normal,,,
11.58470085,normal,,,
11.58470665,normal,,,
11.58471731,normal,,,
11.58473393,normal,,,
11.5847333,normal,,,
11.5847333,normal,,,
11.58472933,normal,,,
11.58472464,normal,,,
11.58470346,normal,,,
11.58468207,normal,,,
11.58463565,normal,,,
11.58455185,normal,,,
11.58427371,normal,,,
11.58324736,normal,,,
11.5817341,normal,,,
11.57832956,normal,,,
11.57408252,normal,,,
11.56983704,normal,,,
11.56384805,normal,,,
11.55982003,normal,,,
11.55579342,normal,,,
11.55312904,normal,,,
11.55312904,normal,,,
11.55039045,normal,,,
11.55423026,normal,,,
11.56600818,normal,,,
11.57139295,normal,,,
11.57139295,normal,,,
11.5713863,normal,,,
11.57137316,normal,,,
11.57135261,normal,,,
11.57132368,normal,,,
11.57126318,normal,,,
11.57108791,normal,,,
11.57040225,normal,,,
11.5689457,normal,,,
11.56615738,normal,,,
11.56158691,normal,,,
11.55583185,normal,,,
11.55007966,normal,,,
11.54571552,normal,,,
11.54266029,normal,,,
11.54266029,normal,,,
11.53981011,normal,,,
11.54436367,normal,,,
11.55608667,normal,,,
11.55609149,normal,,,
11.55609574,normal,,,
11.55610288,normal,,,
11.55611152,normal,,,
11.55610978,normal,,,
11.55610978,normal,,,
11.5561065,normal,,,
11.55610241,normal,,,
11.55608802,normal,,,
11.55607333,normal,,,
11.55604329,normal,,,
11.55599638,normal,,,
11.55586767,normal,,,
11.55530382,normal,,,
11.55413271,normal,,,
11.55219282,normal,,,
11.54807317,normal,,,
11.54395493,normal,,,
11.53794628,normal,,,
11.53194076,normal,,,
11.52771249,normal,,,
11.5255822,normal,,,
11.5255822,normal,,,
11.52281475,normal,,,
11.52741062,normal,,,
11.54036491,normal,,,
11.54544623,normal,,,
11.54544623,normal,,,
11.54544063,normal,,,
11.54542838,normal,,,
11.54541214,normal,,,
11.54538814,normal,,,
11.54533905,normal,,,
11.54522987,normal,,,
11.54482953,normal,,,
11.54357877,normal,,,
11.5415211,normal,,,
11.53707621,normal,,,
11.53170765,normal,,,
11.52634161,normal,,,
11.52097806,normal,,,
11.51724202,normal,,,
11.51724202,normal,,,
11.51461931,normal,,,
11.51877178,normal,,,
11.53232945,normal,,,
11.53234088,normal,,,
11.53235158,normal,,,
11.53237343,normal,,,
11.53241461,normal,,,
