-3.816391647148975608e-17,-2.428612866367529932e-17,-2.428612866367529932e-17,-3.816391647148975608e-17
2.688821387764050996e-17,1.301042606982605321e-17,1.301042606982605321e-17,3.035766082959412415e-17
-3.295974604355933479e-17,-5.204170427930421283e-18,-3.295974604355933479e-17,-1.214306433183764966e-17
-2.341876692568689577e-17,-2.341876692568689577e-17,-2.341876692568689577e-17,-4.423544863740858091e-17
8.673617379884035472e-19,8.673617379884035472e-19,-1.301042606982605321e-17,1.821459649775647449e-17
4.943961906533900219e-17,2.168404344971008868e-17,-6.071532165918824830e-18,2.168404344971008868e-17
-2.515349040166370287e-17,-5.290906601729261638e-17,-8.066464163292152989e-17,-5.290906601729261638e-17
1.994931997373328159e-17,-7.806255641895631925e-18,-2.168404344971008868e-17,9.540979117872439019e-18
3.469446951953614189e-17,6.938893903907228378e-18,6.938893903907228378e-18,3.469446951953614189e-18
1.127570259384924611e-17,1.127570259384924611e-17,-1.647987302177966740e-17,2.515349040166370287e-17
2.775557561562891351e-17,2.775557561562891351e-17,2.775557561562891351e-17,2.081668171172168513e-17
-8.673617379884035472e-18,-8.673617379884035472e-18,-3.642919299551294898e-17,-8.673617379884035472e-18
-1.387778780781445676e-17,-1.387778780781445676e-17,-2.775557561562891351e-17,-3.816391647148975608e-17
-1.734723475976807094e-17,1.040834085586084257e-17,2.428612866367529932e-17,1.387778780781445676e-17
1.040834085586084257e-17,3.816391647148975608e-17,6.591949208711866959e-17,3.469446951953614189e-17
1.040834085586084257e-17,-1.734723475976807094e-17,-3.469446951953614189e-18,-6.938893903907228378e-18
9.540979117872439019e-18,9.540979117872439019e-18,9.540979117872439019e-18,1.647987302177966740e-17
2.602085213965210642e-17,2.602085213965210642e-17,3.989863994746656317e-17,8.673617379884035472e-18
2.688821387764050996e-17,2.688821387764050996e-17,-8.673617379884035472e-19,-4.336808689942017736e-18
2.081668171172168513e-17,2.081668171172168513e-17,2.081668171172168513e-17,4.857225732735059864e-17
7.719519468096791570e-17,7.719519468096791570e-17,6.331740687315345895e-17,4.943961906533900219e-17
7.892991815694472280e-17,5.117434254131580929e-17,2.341876692568689577e-17,6.505213034913026604e-17
