1.008970684779342264e-12,7.815970093361102045e-13,5.542233338928781450e-13,7.531752999057061970e-13
8.526512829121202230e-13,8.526512829121202230e-13,1.080024958355352283e-12,8.526512829121202230e-13
-6.394884621840901673e-13,-6.394884621840901673e-13,-6.394884621840901673e-13,-6.963318810448981822e-13
-7.958078640513122082e-13,-7.958078640513122082e-13,-5.684341886080801487e-13,-5.684341886080801487e-13
8.384404281969182193e-13,6.110667527536861598e-13,6.110667527536861598e-13,7.815970093361102045e-13
6.679101716144941747e-13,6.679101716144941747e-13,6.679101716144941747e-13,6.963318810448981822e-13
1.847411112976260483e-13,4.121147867408581078e-13,6.394884621840901673e-13,7.247535904753021896e-13
3.979039320256561041e-13,3.979039320256561041e-13,1.705302565824240446e-13,8.526512829121202230e-14
1.989519660128280520e-13,-2.842170943040400743e-14,-2.842170943040400743e-14,1.989519660128280520e-13
-9.379164112033322453e-13,-7.105427357601001859e-13,-7.105427357601001859e-13,-8.242295734817162156e-13
8.952838470577262342e-13,6.679101716144941747e-13,8.952838470577262342e-13,6.963318810448981822e-13
9.094947017729282379e-13,6.821210263296961784e-13,6.821210263296961784e-13,8.526512829121202230e-13
5.400124791776761413e-13,5.400124791776761413e-13,5.400124791776761413e-13,3.979039320256561041e-13
5.684341886080801487e-14,5.684341886080801487e-14,5.684341886080801487e-14,3.694822225952520967e-13
-2.842170943040400743e-14,-4.831690603168681264e-13,-2.557953848736360669e-13,-1.705302565824240446e-13
2.557953848736360669e-13,2.557953848736360669e-13,4.831690603168681264e-13,3.410605131648480892e-13
-3.268496584496460855e-13,-3.268496584496460855e-13,-9.947598300641402602e-14,-2.984279490192420781e-13
-3.836930773104541004e-13,-1.563194018672220409e-13,-3.836930773104541004e-13,1.563194018672220409e-13
1.136868377216160297e-13,3.410605131648480892e-13,3.410605131648480892e-13,6.252776074688881636e-13
-9.805489753489382565e-13,-7.531752999057061970e-13,-5.258016244624741375e-13,-8.100187187665142119e-13
2.984279490192420781e-13,7.105427357601001859e-14,7.105427357601001859e-14,1.563194018672220409e-13
5.684341886080801487e-13,7.958078640513122082e-13,1.023181539494544268e-12,8.810729923425242305e-13
6.963318810448981822e-13,4.689582056016661227e-13,6.963318810448981822e-13,6.963318810448981822e-13
4.547473508864641190e-13,4.547473508864641190e-13,6.821210263296961784e-13,3.694822225952520967e-13
8.526512829121202230e-14,8.526512829121202230e-14,8.526512829121202230e-14,1.705302565824240446e-13
-7.105427357601001859e-14,-7.105427357601001859e-14,-7.105427357601001859e-14,-1.563194018672220409e-13
4.405364961712621152e-13,-1.421085471520200372e-14,-1.421085471520200372e-14,-7.105427357601001859e-14
-3.836930773104541004e-13,-3.836930773104541004e-13,-1.563194018672220409e-13,-2.984279490192420781e-13
-2.842170943040400743e-14,-2.842170943040400743e-14,-2.557953848736360669e-13,-1.136868377216160297e-13
-1.634248292248230428e-13,-2.771116669464390725e-13,-2.771116669464390725e-13,-4.476419235288631171e-13
-1.669775429036235437e-13,-1.669775429036235437e-13,-2.806643806252395734e-13,-1.243449787580175325e-13
1.598721155460225418e-13,1.598721155460225418e-13,2.735589532676385716e-13,2.877698079828405753e-13
4.050093593832571059e-13,4.050093593832571059e-13,4.050093593832571059e-13,3.623767952376510948e-13
-7.815970093361102045e-14,3.552713678800500929e-14,3.552713678800500929e-14,6.394884621840901673e-14
